TotalNumberOfVotes,Score,Time,WordsInSummary,WordsInText,HelpfulnessScore
1,4,2009,1,54,100
0,5,2009,4,31,0
1,5,2009,7,152,100
0,5,2009,7,140,0
2,5,2009,7,73,100
5,5,2009,3,33,60
2,5,2009,7,204,100
1,5,2009,4,39,100
4,3,2009,5,75,75
2,4,2009,5,91,100
6,1,2009,3,33,16.6666666667
1,5,2009,5,101,100
1,5,2009,3,39,0
2,1,2009,6,70,50
1,5,2009,8,45,100
1,5,2009,5,86,100
1,5,2009,5,37,100
2,5,2009,1,29,100
0,3,2009,6,187,0
12,5,2009,3,100,100
3,5,2009,6,150,100
4,5,2009,5,53,100
9,4,2009,8,775,77.7777777778
0,5,2009,3,20,0
19,5,2009,5,45,100
1,4,2009,2,76,100
0,5,2009,4,14,0
0,5,2009,14,52,0
1,4,2009,3,15,0
0,4,2009,6,157,0
2,2,2009,2,35,50
1,5,2009,2,22,100
6,5,2009,2,36,100
0,5,2009,2,18,0
0,5,2009,3,57,0
0,5,2009,3,18,0
0,5,2009,3,19,0
0,5,2009,3,15,0
0,5,2009,3,81,0
1,5,2009,3,45,100
23,5,2009,13,173,100
14,1,2009,4,41,7.14285714286
1,5,2009,7,100,100
2,5,2009,3,104,100
0,4,2009,3,116,0
2,1,2009,3,94,0
4,1,2009,6,128,100
0,5,2009,4,27,0
0,5,2009,9,62,0
0,5,2009,3,83,0
3,4,2009,8,83,66.6666666667
0,5,2009,1,20,0
0,5,2009,3,44,0
6,2,2009,1,82,33.3333333333
4,1,2009,1,17,25
1,4,2009,5,153,100
0,5,2009,3,33,0
1,4,2009,1,139,0
0,4,2009,3,52,0
0,5,2009,3,37,0
0,5,2009,2,51,0
5,5,2009,3,40,60
6,5,2009,1,25,100
0,5,2009,4,113,0
0,4,2009,2,76,0
0,5,2009,4,66,0
52,5,2009,3,253,98.0769230769
5,5,2009,4,43,60
46,5,2009,6,130,100
0,5,2009,2,25,0
0,5,2009,4,30,0
50,5,2009,7,178,100
0,4,2009,5,179,0
51,5,2009,4,392,100
0,5,2009,1,30,0
3,4,2009,7,15,0
1,1,2009,2,70,0
3,5,2009,5,85,100
176,5,2009,5,145,97.7272727273
11,5,2009,8,76,100
4,5,2009,4,60,100
21,5,2009,6,39,100
0,5,2009,4,69,0
0,5,2009,6,110,0
1,5,2009,3,198,100
3,5,2009,6,32,66.6666666667
0,3,2009,4,55,0
0,5,2009,7,68,0
0,4,2009,7,40,0
3,5,2009,3,66,100
1,1,2009,5,45,100
2,5,2009,5,20,0
1,4,2009,2,71,100
6,1,2009,4,39,66.6666666667
3,5,2009,5,50,100
2,5,2009,9,196,100
1,5,2009,9,390,100
0,1,2009,9,143,0
0,4,2009,3,65,0
10,3,2009,2,107,100
3,2,2009,3,34,33.3333333333
0,5,2009,3,29,0
3,5,2009,4,123,66.6666666667
9,5,2009,8,204,100
0,5,2009,3,117,0
22,4,2009,12,149,100
4,1,2009,4,61,100
2,3,2009,4,41,50
2,5,2009,5,56,100
51,5,2009,5,329,98.0392156863
48,4,2009,5,84,93.75
0,5,2009,4,81,0
0,5,2009,3,63,0
3,5,2009,5,83,100
0,5,2009,3,46,0
1,5,2009,4,59,100
1,5,2009,3,29,100
40,1,2009,2,74,67.5
7,4,2009,7,61,71.4285714286
0,5,2009,2,80,0
0,3,2009,4,87,0
80,1,2009,2,254,0
3,4,2009,2,20,66.6666666667
0,5,2009,4,69,0
0,4,2009,4,116,0
0,5,2009,2,27,0
0,5,2009,3,58,0
0,5,2009,3,49,0
0,4,2009,5,90,0
228,5,2009,2,117,97.8070175439
107,3,2009,4,214,77.5700934579
8,2,2009,7,55,87.5
0,5,2009,2,57,0
7,4,2009,4,24,100
4,5,2009,2,51,100
5,5,2009,6,39,100
0,5,2009,3,50,0
2,1,2009,3,78,0
0,5,2009,1,25,0
0,5,2009,12,83,0
0,5,2009,7,89,0
0,5,2009,7,81,0
7,4,2009,4,134,100
4,5,2009,2,53,100
3,5,2009,1,141,100
2,5,2009,8,125,100
1,5,2009,2,95,100
2,3,2009,4,60,0
4,5,2009,1,31,50
4,5,2009,1,78,100
3,5,2009,1,110,33.3333333333
0,4,2009,1,21,0
0,5,2009,4,19,0
0,5,2009,3,26,0
0,5,2009,1,50,0
0,4,2009,2,28,0
0,2,2009,10,77,0
0,5,2009,1,20,0
0,5,2009,12,79,0
0,5,2009,2,17,0
8,2,2009,3,38,87.5
1,5,2009,3,22,100
6,5,2009,4,53,100
16,5,2009,3,144,100
3,2,2009,3,103,100
4,1,2009,2,43,75
1,5,2009,3,48,0
0,4,2009,3,175,0
0,5,2009,2,34,0
4,5,2009,2,13,100
1,5,2009,5,45,100
6,5,2009,1,21,100
2,5,2009,1,168,100
26,1,2009,6,49,100
7,4,2009,1,50,100
12,1,2009,1,17,25
8,5,2009,2,79,100
9,1,2009,1,55,100
2,3,2009,3,69,50
2,2,2009,5,45,100
0,5,2009,1,26,0
0,5,2009,5,51,0
4,2,2009,7,49,100
0,5,2009,2,130,0
0,5,2009,6,60,0
5,5,2009,3,32,100
8,5,2009,4,69,100
3,5,2009,5,53,100
1,5,2009,2,82,100
0,5,2009,1,22,0
0,5,2009,9,162,0
0,5,2009,4,78,0
0,5,2009,7,83,0
2,5,2009,6,132,100
0,5,2009,2,42,0
15,5,2009,11,134,100
0,5,2009,7,153,0
2,5,2009,4,102,100
0,5,2009,3,17,0
6,5,2009,7,122,100
4,5,2009,9,251,100
7,3,2009,10,151,57.1428571429
0,5,2009,1,16,0
0,4,2009,8,211,0
0,3,2009,4,27,0
4,4,2009,3,41,50
4,5,2009,4,27,50
0,5,2009,6,56,0
0,5,2009,2,24,0
15,5,2009,8,66,60
7,5,2009,4,213,57.1428571429
4,4,2009,2,55,100
5,5,2009,2,15,80
5,5,2009,2,32,100
2,4,2009,6,35,100
0,5,2009,2,50,0
2,5,2009,4,41,100
0,4,2009,2,33,0
6,5,2009,8,181,50
3,5,2009,5,29,33.3333333333
3,4,2009,6,23,33.3333333333
2,3,2009,5,67,100
0,5,2009,4,45,0
12,3,2009,2,82,50
5,5,2009,12,53,40
5,4,2009,1,62,40
5,5,2009,2,44,40
5,4,2009,3,194,40
32,5,2009,3,111,100
5,5,2009,1,15,40
8,5,2009,4,53,50
8,5,2009,10,78,50
3,5,2009,7,192,33.3333333333
3,5,2009,2,143,33.3333333333
3,5,2009,6,77,33.3333333333
3,5,2009,4,85,33.3333333333
3,5,2009,3,63,33.3333333333
5,5,2009,2,15,40
0,5,2009,6,51,0
10,5,2009,1,18,80
9,5,2009,6,31,88.8888888889
3,1,2009,6,99,33.3333333333
0,3,2009,7,50,0
8,5,2009,4,39,87.5
26,5,2009,7,128,100
3,2,2009,3,30,100
10,5,2009,8,129,100
3,5,2009,3,45,100
0,5,2009,2,29,0
17,5,2009,6,226,100
0,5,2009,1,118,0
0,5,2009,3,45,0
2,5,2009,1,20,100
0,4,2009,4,23,0
8,5,2009,10,98,100
0,5,2009,4,68,0
0,4,2009,4,110,0
0,4,2009,10,144,0
11,5,2009,2,58,100
24,1,2009,4,173,16.6666666667
1,5,2009,6,41,100
0,3,2009,12,290,0
0,4,2009,6,153,0
1,2,2009,9,121,100
23,5,2009,4,101,100
0,5,2009,4,60,0
6,4,2009,5,76,100
1,5,2009,4,45,100
0,5,2009,4,24,0
12,5,2009,6,351,83.3333333333
6,5,2009,2,19,66.6666666667
6,5,2009,5,74,83.3333333333
2,5,2009,3,92,50
2,5,2009,2,19,50
2,5,2009,3,30,50
3,5,2009,3,38,66.6666666667
4,5,2009,1,15,100
0,5,2009,1,26,0
2,4,2009,1,23,100
34,5,2009,8,436,100
0,5,2009,2,86,0
1,5,2009,6,28,100
0,3,2009,6,118,0
1,5,2009,1,17,100
0,5,2009,1,20,0
0,5,2009,2,50,0
0,5,2009,2,73,0
3,3,2009,2,42,66.6666666667
1,5,2009,4,48,100
3,5,2009,3,39,100
1,4,2009,4,43,0
3,3,2009,3,52,66.6666666667
0,4,2009,9,44,0
25,5,2009,9,120,100
3,5,2009,1,223,100
7,1,2009,3,68,71.4285714286
0,4,2009,4,40,0
0,5,2009,2,43,0
6,5,2009,6,97,100
0,5,2009,4,26,0
0,4,2009,8,185,0
0,1,2009,1,384,0
1,5,2009,3,36,100
8,1,2009,1,159,37.5
11,1,2009,2,24,36.3636363636
12,1,2009,7,85,33.3333333333
6,4,2009,5,285,66.6666666667
13,3,2009,5,126,30.7692307692
0,5,2009,5,111,0
0,4,2009,6,135,0
0,4,2009,11,275,0
0,5,2009,3,85,0
0,5,2009,5,126,0
0,5,2009,1,24,0
0,3,2009,4,111,0
0,2,2009,1,61,0
12,5,2009,6,70,66.6666666667
6,2,2009,2,46,83.3333333333
0,4,2009,2,15,0
8,4,2009,5,26,100
26,5,2009,7,80,76.9230769231
62,5,2009,3,50,83.8709677419
77,5,2009,1,114,87.012987013
4,5,2009,3,45,25
4,5,2009,4,36,25
4,5,2009,9,129,100
4,5,2009,4,50,25
0,5,2009,5,38,0
0,5,2009,2,25,0
0,5,2009,3,25,0
2,5,2009,2,32,0
2,4,2009,3,61,100
0,5,2009,2,19,0
0,5,2009,9,17,0
0,5,2009,3,38,0
5,5,2009,7,117,100
4,5,2009,4,21,100
5,5,2009,2,20,20
15,2,2009,2,62,40
2,5,2009,4,102,100
8,4,2009,7,187,100
9,5,2009,6,125,100
7,4,2009,10,159,100
0,3,2009,2,156,0
39,1,2009,11,331,71.7948717949
52,1,2009,2,52,21.1538461538
5,4,2009,5,32,20
43,1,2009,8,53,25.5813953488
3,4,2009,2,178,66.6666666667
3,5,2009,1,35,66.6666666667
2,5,2009,4,23,50
0,5,2009,5,181,0
0,4,2009,4,66,0
2,5,2009,6,24,50
10,5,2009,7,43,90
34,2,2009,9,77,29.4117647059
1,4,2009,6,38,100
0,5,2009,6,45,0
0,5,2009,8,23,0
1,5,2009,4,35,100
0,5,2009,7,113,0
0,5,2009,3,32,0
4,5,2009,9,123,100
6,5,2009,3,95,100
3,5,2009,2,48,33.3333333333
1,5,2009,2,118,0
1,1,2009,7,148,0
1,3,2009,4,83,0
0,1,2009,2,156,0
3,2,2009,6,67,66.6666666667
1,2,2009,4,71,0
1,3,2009,7,80,0
1,2,2009,1,25,0
6,5,2009,11,270,66.6666666667
5,5,2009,7,79,20
0,4,2009,3,36,0
2,1,2009,5,58,50
2,5,2009,2,122,50
0,5,2009,2,18,0
0,5,2009,4,29,0
0,5,2009,8,133,0
0,5,2009,2,20,0
2,5,2009,6,60,100
2,5,2009,3,106,100
2,5,2009,2,32,100
0,5,2009,2,42,0
0,5,2009,7,79,0
5,5,2009,6,279,100
5,4,2009,3,16,60
79,5,2009,9,232,100
2,5,2009,2,25,100
3,2,2009,3,17,33.3333333333
10,4,2009,3,66,60
0,5,2009,4,15,0
8,5,2009,3,38,87.5
0,5,2009,3,102,0
4,5,2009,3,41,50
0,5,2009,9,111,0
3,5,2009,2,21,66.6666666667
0,4,2009,5,26,0
0,4,2009,2,91,0
5,5,2009,2,33,60
5,5,2009,3,64,60
5,5,2009,4,42,60
0,4,2009,3,208,0
0,5,2009,6,110,0
0,5,2009,4,77,0
6,5,2009,4,17,100
0,3,2009,10,485,0
0,4,2009,8,246,0
0,4,2009,11,32,0
0,4,2009,5,297,0
0,3,2009,3,54,0
0,4,2009,6,241,0
0,5,2009,1,44,0
15,4,2009,5,205,100
0,5,2009,3,96,0
2,5,2009,2,128,50
3,1,2009,7,60,66.6666666667
2,5,2009,8,285,50
0,5,2009,4,57,0
2,3,2009,11,34,50
1,5,2009,3,60,100
13,5,2009,6,110,100
0,5,2009,3,51,0
0,5,2009,4,15,0
0,5,2009,2,147,0
0,5,2009,6,26,0
0,3,2009,6,104,0
0,4,2009,5,60,0
0,4,2009,12,339,0
0,4,2009,2,75,0
0,5,2009,5,28,0
5,1,2009,12,179,60
7,4,2009,4,102,100
2,2,2009,10,106,100
2,5,2009,2,28,100
0,5,2009,3,91,0
20,4,2009,2,43,80
0,4,2009,3,153,0
3,4,2009,4,36,100
21,3,2009,3,41,42.8571428571
0,5,2009,3,25,0
0,4,2009,3,76,0
2,5,2009,2,104,50
4,5,2009,4,241,100
0,5,2009,6,28,0
3,4,2009,5,33,100
1,5,2009,5,132,100
27,2,2009,12,163,88.8888888889
0,5,2009,3,47,0
0,5,2009,4,20,0
0,4,2009,4,161,0
0,5,2009,4,53,0
1,5,2009,3,21,100
3,5,2009,2,39,66.6666666667
0,5,2009,7,103,0
2,1,2009,7,36,0
2,5,2009,2,45,100
3,5,2009,3,35,100
2,5,2009,5,25,100
7,5,2009,6,199,100
0,5,2009,2,15,0
0,5,2009,5,33,0
7,5,2009,5,65,100
2,5,2009,2,112,100
0,3,2009,11,82,0
0,5,2009,1,67,0
3,5,2009,4,15,0
0,4,2009,3,68,0
2,5,2009,4,132,100
3,3,2009,7,199,0
2,5,2009,4,26,100
10,2,2009,4,97,70
2,4,2009,5,69,100
2,2,2009,5,31,100
1,4,2009,3,115,100
3,3,2009,2,30,66.6666666667
3,5,2009,2,19,66.6666666667
0,5,2009,4,97,0
0,5,2009,1,47,0
0,2,2009,12,179,0
0,1,2009,2,32,0
1,5,2009,13,60,100
7,1,2009,6,93,57.1428571429
0,4,2009,4,116,0
0,4,2009,7,223,0
7,5,2009,6,75,85.7142857143
12,5,2009,5,26,91.6666666667
0,4,2009,1,36,0
0,5,2009,2,60,0
0,5,2009,3,15,0
0,4,2009,5,225,0
0,5,2009,9,19,0
1,4,2009,1,33,100
0,5,2009,10,116,0
0,3,2009,6,140,0
1,5,2009,5,110,100
1,5,2009,2,58,100
1,5,2009,2,23,100
0,4,2009,2,85,0
0,4,2009,10,120,0
0,4,2009,5,118,0
1,3,2009,10,182,100
3,1,2009,8,18,66.6666666667
1,5,2009,2,82,100
3,5,2009,3,59,100
0,4,2009,8,117,0
0,5,2009,3,28,0
7,3,2009,8,127,100
6,1,2009,6,85,83.3333333333
2,5,2009,5,44,100
3,4,2009,4,57,66.6666666667
0,5,2009,1,242,0
1,4,2009,3,43,100
3,5,2009,2,23,100
2,5,2009,2,45,100
1,5,2009,6,36,100
1,5,2009,2,27,0
1,5,2009,3,83,0
13,4,2009,3,100,46.1538461538
6,5,2009,4,43,66.6666666667
1,4,2009,7,83,0
1,4,2009,5,83,0
0,5,2009,3,63,0
3,5,2009,2,51,100
1,5,2009,7,128,0
5,4,2009,5,107,100
4,5,2009,4,61,100
5,5,2009,3,59,100
11,3,2009,3,117,100
0,4,2009,7,55,0
0,5,2009,4,31,0
1,5,2009,7,106,0
0,5,2009,4,46,0
0,4,2009,1,107,0
1,4,2009,2,63,100
1,4,2009,8,39,0
1,1,2009,2,78,0
2,3,2009,4,29,0
1,2,2009,3,120,0
1,4,2009,4,36,0
2,5,2009,5,103,100
0,5,2009,2,29,0
0,5,2009,3,37,0
32,5,2009,3,179,100
1,5,2009,3,24,0
13,5,2009,6,172,100
9,5,2009,6,142,100
1,5,2009,4,22,100
0,5,2009,3,107,0
1,5,2009,5,124,100
21,1,2009,4,90,76.1904761905
5,5,2009,1,58,80
1,5,2009,4,90,0
1,2,2009,4,66,100
0,4,2009,4,43,0
1,4,2009,6,25,100
164,2,2009,4,443,96.9512195122
1,5,2009,2,48,100
1,5,2009,10,214,100
4,4,2009,3,46,75
1,2,2009,3,41,100
1,5,2009,4,101,100
7,5,2009,7,154,100
1,5,2009,2,15,100
2,5,2009,7,260,50
2,4,2009,7,81,100
4,2,2009,2,128,100
13,4,2009,7,93,100
1,5,2009,2,38,100
0,5,2009,6,17,0
2,5,2009,2,60,100
5,1,2009,1,48,100
1,4,2009,11,204,0
1,4,2009,3,123,0
2,5,2009,5,142,50
0,5,2009,3,52,0
2,5,2009,5,52,100
10,1,2009,8,53,10
1,2,2009,8,534,100
4,5,2009,3,23,75
0,5,2009,3,117,0
2,4,2009,2,277,100
12,5,2009,3,21,100
6,5,2009,5,19,83.3333333333
6,5,2009,6,134,100
0,5,2009,1,63,0
0,5,2009,4,36,0
10,5,2009,6,73,100
4,5,2009,2,19,100
5,5,2009,7,62,100
0,5,2009,1,319,0
1,5,2009,2,37,0
0,5,2009,6,55,0
0,5,2009,5,28,0
0,5,2009,4,100,0
0,5,2009,10,250,0
3,4,2009,3,165,66.6666666667
0,4,2009,3,43,0
0,5,2009,8,104,0
0,5,2009,5,16,0
1,4,2009,8,16,100
0,5,2009,4,15,0
0,5,2009,5,46,0
0,5,2009,2,46,0
0,5,2009,2,28,0
0,5,2009,8,67,0
1,4,2009,3,75,100
0,5,2009,5,120,0
0,5,2009,2,71,0
4,1,2009,9,59,75
2,5,2009,23,21,50
4,1,2009,3,42,100
20,3,2009,4,97,70
0,5,2009,3,30,0
8,1,2009,1,98,87.5
0,1,2009,15,163,0
1,5,2009,4,36,100
2,1,2009,6,76,100
7,5,2009,5,146,100
2,1,2009,9,114,100
0,5,2009,6,106,0
0,5,2009,4,33,0
0,5,2009,2,14,0
0,5,2009,6,56,0
2,1,2009,16,177,100
0,5,2009,3,18,0
5,5,2009,2,29,100
4,5,2009,3,30,100
0,5,2009,6,85,0
0,5,2009,1,92,0
0,5,2009,6,70,0
0,5,2009,4,16,0
7,5,2009,3,93,100
0,3,2009,1,21,0
0,5,2009,5,36,0
0,2,2009,5,150,0
0,2,2009,3,15,0
0,2,2009,15,82,0
0,3,2009,8,32,0
0,5,2009,3,54,0
0,5,2009,4,51,0
0,5,2009,3,77,0
0,3,2009,3,41,0
0,1,2009,2,35,0
0,2,2009,3,34,0
0,1,2009,1,28,0
0,2,2009,1,25,0
0,5,2009,11,134,0
0,5,2009,4,16,0
0,3,2009,3,34,0
4,1,2009,9,132,100
0,5,2009,9,144,0
9,5,2009,5,50,44.4444444444
22,1,2009,6,40,63.6363636364
1,5,2009,4,69,100
3,3,2009,2,50,66.6666666667
1,1,2009,7,103,100
1,1,2009,1,33,100
6,2,2009,7,26,66.6666666667
2,5,2009,10,113,50
2,2,2009,8,89,50
5,5,2009,8,377,60
2,4,2009,3,47,50
2,5,2009,3,77,50
2,5,2009,3,79,50
2,5,2009,5,25,50
0,4,2009,3,35,0
17,1,2009,2,47,88.2352941176
5,4,2009,2,28,100
1,5,2009,3,69,100
2,1,2009,3,135,50
0,4,2009,2,160,0
0,4,2009,2,188,0
0,5,2009,10,118,0
0,5,2009,3,88,0
2,5,2009,6,91,100
0,5,2009,5,137,0
1,5,2009,4,25,100
1,5,2009,3,32,100
0,4,2009,12,54,0
0,4,2009,2,48,0
1,4,2009,4,27,100
0,4,2009,2,19,0
0,5,2009,2,73,0
0,5,2009,3,17,0
0,5,2009,5,232,0
0,4,2009,8,94,0
3,1,2009,2,141,100
10,5,2009,2,22,40
0,4,2009,2,75,0
16,5,2009,7,206,100
0,5,2009,3,26,0
0,5,2009,7,95,0
5,5,2009,1,55,80
3,5,2009,4,17,100
3,5,2009,5,51,100
3,5,2009,1,59,100
3,4,2009,2,36,100
3,5,2009,2,64,100
0,5,2009,4,36,0
0,5,2009,3,37,0
0,3,2009,10,188,0
0,5,2009,2,20,0
0,5,2009,3,51,0
1,5,2009,2,38,100
0,5,2009,2,55,0
3,4,2009,6,82,100
0,5,2009,1,23,0
0,5,2009,3,17,0
0,5,2009,5,34,0
22,3,2009,25,754,63.6363636364
0,2,2009,3,70,0
10,5,2009,7,306,90
1,5,2009,3,23,0
22,2,2009,2,134,13.6363636364
19,1,2009,6,140,52.6315789474
1,5,2009,4,49,100
3,5,2009,6,94,66.6666666667
3,5,2009,3,43,66.6666666667
0,5,2009,3,68,0
0,5,2009,6,32,0
2,5,2009,2,41,50
0,4,2009,2,22,0
1,3,2009,5,42,100
0,3,2009,8,154,0
1,4,2009,1,148,100
0,5,2009,10,67,0
0,5,2009,3,64,0
0,5,2009,4,42,0
0,5,2009,2,28,0
1,3,2009,5,203,100
0,5,2009,2,17,0
2,4,2009,6,91,50
2,5,2009,4,51,50
0,5,2009,5,21,0
0,5,2009,6,31,0
0,5,2009,5,33,0
1,5,2009,1,81,100
0,5,2009,3,210,0
0,5,2009,2,81,0
0,5,2009,8,22,0
0,5,2009,8,46,0
0,4,2009,8,163,0
1,5,2009,4,96,100
0,5,2009,1,22,0
1,5,2009,3,68,100
0,4,2009,4,32,0
5,4,2009,3,49,60
0,5,2009,3,43,0
0,5,2009,2,36,0
1,5,2009,7,15,100
0,5,2009,7,248,0
46,1,2009,2,136,86.9565217391
0,4,2009,4,128,0
17,4,2009,9,334,100
0,5,2009,3,173,0
0,5,2009,13,189,0
1,5,2009,3,59,100
1,5,2009,6,62,0
0,4,2009,1,22,0
4,4,2009,2,128,100
1,2,2009,4,48,0
4,3,2009,2,49,50
0,4,2009,3,67,0
0,5,2009,5,92,0
7,5,2009,2,24,100
10,5,2009,1,29,100
17,5,2009,6,88,100
5,5,2009,2,27,100
1,1,2009,3,63,100
1,5,2009,3,60,100
1,1,2009,4,66,100
2,5,2009,4,32,100
0,4,2009,6,193,0
0,5,2009,4,127,0
4,5,2009,4,26,75
0,5,2009,5,241,0
0,5,2009,4,49,0
1,5,2009,3,56,100
0,5,2009,1,44,0
0,5,2009,1,34,0
0,5,2009,7,19,0
10,5,2009,8,106,90
7,5,2009,9,231,85.7142857143
0,4,2009,4,52,0
3,5,2009,2,15,100
0,4,2009,3,121,0
0,4,2009,3,78,0
0,4,2009,10,262,0
1,5,2009,3,33,100
2,5,2009,1,15,100
2,5,2009,3,17,100
1,2,2009,4,127,100
1,5,2009,2,18,100
0,2,2009,7,36,0
6,5,2009,2,73,100
1,3,2009,2,24,100
1,5,2009,13,215,100
4,5,2009,6,119,100
0,4,2009,6,34,0
3,5,2009,2,83,100
1,5,2009,3,16,100
3,3,2009,4,90,66.6666666667
0,5,2009,5,63,0
1,5,2009,4,41,100
28,5,2009,3,66,100
0,5,2009,1,69,0
0,5,2009,4,17,0
0,4,2009,3,31,0
6,5,2009,6,30,66.6666666667
5,5,2009,6,55,100
3,5,2009,5,55,100
2,5,2009,2,40,100
3,4,2009,8,49,100
1,5,2009,4,133,100
0,5,2009,5,33,0
0,4,2009,10,40,0
0,5,2009,3,55,0
1,5,2009,5,30,100
0,4,2009,4,98,0
0,4,2009,4,262,0
1,5,2009,1,72,100
0,4,2009,15,265,0
0,5,2009,6,26,0
6,4,2009,2,39,33.3333333333
11,1,2009,1,52,0
0,4,2009,5,172,0
1,4,2009,4,132,100
0,4,2009,5,22,0
2,5,2009,5,130,100
3,5,2009,4,97,100
3,1,2009,2,68,100
4,3,2009,14,203,100
10,4,2009,2,36,100
4,1,2009,6,239,0
0,5,2009,1,23,0
0,4,2009,4,56,0
9,1,2009,1,49,88.8888888889
3,5,2009,2,58,100
8,5,2009,2,100,75
3,4,2009,3,62,100
7,5,2009,3,232,100
12,1,2009,5,169,91.6666666667
1,5,2009,4,137,100
1,5,2009,3,51,100
1,1,2009,6,144,100
0,3,2009,7,18,0
1,4,2009,1,60,100
17,5,2009,7,49,100
1,5,2009,5,68,100
12,5,2009,6,72,100
4,5,2009,4,183,75
0,4,2009,4,25,0
2,4,2009,7,122,100
0,5,2009,2,16,0
2,5,2009,4,60,100
0,3,2009,4,65,0
2,5,2009,2,39,100
0,2,2009,11,20,0
0,5,2009,2,36,0
1,1,2009,1,34,0
1,2,2009,3,33,0
1,5,2009,4,58,100
0,5,2009,1,29,0
0,5,2009,2,40,0
10,1,2009,4,22,10
2,5,2009,2,35,100
11,4,2009,8,127,100
1,1,2009,1,69,0
0,3,2009,2,114,0
8,1,2009,8,152,62.5
0,3,2009,3,15,0
0,5,2009,4,33,0
0,5,2009,6,28,0
0,5,2009,1,77,0
4,5,2009,12,244,100
0,3,2009,6,20,0
13,4,2009,2,20,100
0,5,2009,2,22,0
14,4,2009,3,56,100
0,4,2009,2,35,0
2,2,2009,4,74,0
2,1,2009,2,141,0
3,5,2009,3,25,66.6666666667
1,5,2009,3,47,100
1,5,2009,3,39,100
2,5,2009,9,34,50
0,5,2009,10,53,0
2,4,2009,6,22,100
5,5,2009,6,15,100
2,5,2009,2,29,50
7,5,2009,3,14,100
50,1,2009,3,65,8
2,4,2009,4,92,50
3,5,2009,4,75,100
1,5,2009,2,50,100
1,4,2009,4,54,100
7,4,2009,1,116,100
5,5,2009,1,20,100
2,5,2009,5,62,100
0,4,2009,2,56,0
1,5,2009,2,34,100
4,2,2009,5,264,75
2,5,2009,2,148,50
4,2,2009,3,17,50
0,5,2009,4,22,0
7,5,2009,1,30,85.7142857143
3,5,2009,2,51,100
0,5,2009,3,122,0
6,5,2009,4,35,100
9,1,2009,3,88,77.7777777778
2,5,2009,3,101,100
0,5,2009,9,119,0
1,3,2009,2,17,100
0,5,2009,2,68,0
0,5,2009,3,20,0
0,5,2009,6,23,0
0,5,2009,2,17,0
2,5,2009,2,47,50
0,5,2009,1,55,0
1,5,2009,1,18,100
8,5,2009,4,19,87.5
25,5,2009,1,72,88
0,5,2009,3,78,0
0,5,2009,1,63,0
31,1,2009,9,82,77.4193548387
10,5,2009,2,92,90
11,4,2009,1,16,54.5454545455
1,5,2009,2,101,100
0,5,2009,2,51,0
0,5,2009,4,15,0
6,5,2009,3,58,83.3333333333
0,5,2009,2,33,0
14,5,2009,2,63,92.8571428571
0,5,2009,3,88,0
0,5,2009,4,65,0
3,5,2009,4,36,66.6666666667
0,5,2009,7,173,0
0,5,2009,2,16,0
0,5,2009,3,82,0
2,3,2009,10,59,100
3,5,2009,2,29,66.6666666667
1,5,2009,5,58,100
1,5,2009,2,133,100
8,3,2009,6,43,62.5
2,5,2009,4,119,100
0,3,2009,2,58,0
5,5,2009,3,95,100
0,4,2009,2,65,0
15,2,2009,3,91,100
1,5,2009,5,17,100
2,5,2009,2,15,100
1,5,2009,8,180,0
7,5,2009,3,39,85.7142857143
7,1,2009,8,166,42.8571428571
2,5,2009,8,201,100
0,5,2009,8,23,0
2,4,2009,4,79,100
5,5,2009,4,99,100
1,5,2009,2,18,0
0,5,2009,2,21,0
0,5,2009,4,118,0
0,3,2009,2,50,0
1,4,2009,11,44,100
8,1,2009,5,89,37.5
0,5,2009,5,45,0
0,5,2009,1,116,0
0,5,2009,6,29,0
0,4,2009,3,62,0
0,5,2009,5,58,0
13,5,2009,6,57,92.3076923077
0,5,2009,4,36,0
3,5,2009,2,44,100
2,5,2009,1,67,100
2,5,2009,5,26,100
9,5,2009,2,70,88.8888888889
1,5,2009,1,36,100
1,5,2009,4,71,100
1,4,2009,3,41,100
1,5,2009,1,56,100
0,4,2009,2,16,0
1,1,2009,3,70,100
1,5,2009,5,45,100
13,5,2009,2,97,100
4,5,2009,5,112,100
2,5,2009,1,240,100
7,5,2009,7,46,100
8,5,2009,3,105,100
9,5,2009,2,35,100
6,4,2009,7,48,100
0,5,2009,4,69,0
21,5,2009,4,46,100
0,5,2009,7,67,0
13,5,2009,2,51,100
11,5,2009,2,111,100
1,1,2009,4,102,0
4,3,2009,8,44,25
3,5,2009,3,101,100
5,5,2009,2,21,60
0,5,2009,5,62,0
10,5,2009,2,86,90
6,5,2009,2,31,100
6,5,2009,5,202,100
0,5,2009,5,31,0
0,5,2009,4,54,0
1,5,2009,4,53,100
37,5,2009,6,123,97.2972972973
1,1,2009,10,63,100
6,5,2009,3,40,100
9,5,2009,4,202,88.8888888889
1,5,2009,2,32,100
0,5,2009,3,29,0
0,5,2009,5,45,0
1,5,2009,3,20,100
1,5,2009,1,22,100
1,5,2009,3,28,100
3,4,2009,5,37,100
2,5,2009,1,22,0
7,5,2009,3,40,100
5,5,2009,5,64,60
4,5,2009,5,74,100
4,5,2009,4,179,100
0,5,2009,7,141,0
0,5,2009,2,24,0
3,4,2009,9,40,100
10,5,2009,7,21,90
2,3,2009,5,108,50
3,5,2009,7,175,66.6666666667
